timeSec,seq_id,sinr_db,mcs,packet_sent,packet_received,window_pdr
17.246444231,151,53.44378898683267,14,1,1.0,1.0
17.329104767,152,52.0256843829426,14,1,1.0,1.0
17.346444231,152,52.0256843829426,14,1,1.0,1.0
17.429104767,153,50.10693101040971,14,1,1.0,1.0
17.446444231,153,50.10693101040971,14,1,1.0,1.0
17.529104767,154,54.51676440777004,14,1,1.0,1.0
17.546444231,154,54.51676440777004,14,1,1.0,1.0
17.629104767,155,52.56110401346996,14,1,1.0,1.0
17.646444231,155,52.56110401346996,14,1,1.0,1.0
17.729104767,156,50.97175812776122,14,1,1.0,1.0
17.746444231,156,50.97175812776122,14,1,1.0,1.0
17.829104767,157,51.96559274381536,14,1,1.0,1.0
17.846444231,157,51.96559274381536,14,1,1.0,1.0
17.929104767,158,54.53268450546435,14,1,1.0,1.0
17.946444231,158,54.53268450546435,14,1,1.0,1.0
18.029104767,159,49.148242388131294,14,1,1.0,1.0
18.046444231,159,49.148242388131294,14,1,1.0,1.0
18.129104767,160,52.30995715006533,14,1,1.0,1.0
18.146444231,160,52.30995715006533,14,1,1.0,1.0
18.229104767,161,54.23865042334481,14,1,1.0,1.0
18.246444231,161,54.23865042334481,14,1,1.0,1.0
18.329104767,162,51.721866696032905,14,1,1.0,1.0
18.346444231,162,52.09424294187768,14,1,1.0,1.0
18.429104767,163,50.85169928365495,14,1,1.0,1.0
18.446444231,163,53.39643888448747,14,1,1.0,1.0
18.529104767,164,52.76057496907466,14,1,1.0,1.0
18.546444231,164,51.22514417221196,14,1,1.0,1.0
18.629104767,165,52.14960522360707,14,1,1.0,1.0
18.646444231,165,48.62209253681932,14,1,1.0,1.0
18.729104767,166,50.97713097232968,14,1,1.0,1.0
18.746444231,166,55.04740930723938,14,1,1.0,1.0
18.829104767,167,52.4598921115026,14,1,1.0,1.0
18.846444231,167,52.27350512807778,14,1,1.0,1.0
18.929104767,168,53.14058493391912,14,1,1.0,1.0
18.946444231,168,50.33323930554391,14,1,1.0,1.0
19.029104767,169,52.59185518815645,14,1,1.0,1.0
19.046444231,169,52.861302537875005,14,1,1.0,1.0
19.129104767,170,54.48843545270404,14,1,1.0,1.0
19.146444231,170,54.48843545270404,14,1,1.0,1.0
19.229104767,171,50.65847858398542,14,1,1.0,1.0
19.246444231,171,50.65847858398542,14,1,1.0,1.0
19.329104767,172,51.437450970053284,14,1,1.0,1.0
19.346444231,172,51.437450970053284,14,1,1.0,1.0
19.429104767,173,53.53369793506792,14,1,1.0,1.0
19.446444231,173,53.53369793506792,14,1,1.0,1.0
19.529104767,174,52.23772439914902,14,1,1.0,1.0
19.546444231,174,52.23772439914902,14,1,1.0,1.0
19.629104767,175,51.87607128317201,14,1,1.0,1.0
19.646444231,175,51.87607128317201,14,1,1.0,1.0
19.729104767,176,53.155809009023464,14,1,1.0,1.0
