timeSec,seq_id,sinr_db,mcs,packet_sent,packet_received,window_pdr,success
43.629104767,415,180184.4344542264,14,2,0.0,0.0,1
43.729104767,416,180184.4344542264,14,2,0.0,0.0,1
43.829104767,417,180184.4344542264,14,2,0.0,0.0,1
43.929104767,418,180184.4344542264,14,2,0.0,0.0,1
44.029104767,419,180184.4344542264,14,2,0.0,0.0,1
44.129104767,420,180184.4344542264,14,2,0.0,0.0,1
44.229104767,421,180184.4344542264,14,2,0.0,0.0,1
44.329104767,422,180184.4344542264,14,2,0.0,0.0,1
44.429104767,423,180184.4344542264,14,2,0.0,0.0,1
44.529104767,424,180184.4344542264,14,2,0.0,0.0,1
44.629104767,425,180184.4344542264,14,2,0.0,0.0,1
44.729104767,426,180184.4344542264,14,2,0.0,0.0,1
44.829104767,427,180184.4344542264,14,2,0.0,0.0,1
44.929104767,428,180184.4344542264,14,2,0.0,0.0,1
45.029104767,429,180184.4344542264,14,2,0.0,0.0,1
45.129104767,430,180184.4344542264,14,2,0.0,0.0,1
45.229104767,431,180184.4344542264,14,2,0.0,0.0,1
45.329104767,432,180184.4344542264,14,2,0.0,0.0,1
45.429104767,433,180184.4344542264,14,2,0.0,0.0,1
45.529104767,434,180184.4344542264,14,2,0.0,0.0,1
45.629104767,435,180184.4344542264,14,2,0.0,0.0,1
45.729104767,436,180184.4344542264,14,2,0.0,0.0,1
45.829104767,437,180184.4344542264,14,2,0.0,0.0,1
45.929104767,438,180184.4344542264,14,2,0.0,0.0,1
46.029104767,439,180184.4344542264,14,2,0.0,0.0,1
46.129104767,440,180184.4344542264,14,2,0.0,0.0,1
46.229104767,441,180184.4344542264,14,2,0.0,0.0,1
46.329104767,442,180184.4344542264,14,2,0.0,0.0,1
46.429104767,443,180184.4344542264,14,2,0.0,0.0,1
46.529104767,444,180184.4344542264,14,2,0.0,0.0,1
46.629104767,445,180184.4344542264,14,2,0.0,0.0,1
46.729104767,446,180184.4344542264,14,2,0.0,0.0,1
46.829104767,447,180184.4344542264,14,2,0.0,0.0,1
46.929104767,448,180184.4344542264,14,2,0.0,0.0,1
47.029104767,449,180184.4344542264,14,2,0.0,0.0,1
47.129104767,450,180184.4344542264,14,2,0.0,0.0,1
47.229104767,451,180184.4344542264,14,2,0.0,0.0,1
47.329104767,452,180184.4344542264,14,2,0.0,0.0,1
47.429104767,453,180184.4344542264,14,2,0.0,0.0,1
47.529104767,454,180184.4344542264,14,2,0.0,0.0,1
47.629104767,455,180184.4344542264,14,2,0.0,0.0,1
47.729104767,456,180184.4344542264,14,2,0.0,0.0,1
47.829104767,457,180184.4344542264,14,2,0.0,0.0,1
47.929104767,458,180184.4344542264,14,2,0.0,0.0,1
48.029104767,459,180184.4344542264,14,2,0.0,0.0,1
